FID;Quartiere;DataCreazione;Latitudine;Longitudine;Indirizzo;Civico;Tipologia;Foto
95;chiaia;2019-02-21T10:34:20.114Z;40.8387;14.21948;VIA TASSO TORQUATO;SNC;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=3d709811-e6a0-4da9-85e6-20b4dc53adb3_1550745244.jpg
96;chiaia;2019-02-22T09:22:59.824Z;40.8387;14.24032;VIA REGA FILIPPO;29;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=ac5ad462-9e11-47d8-9835-1f4f2cd8a906_1550827349.jpg
97;chiaia;2019-02-11T10:00:34.916Z;40.83869;14.23718;VIA DEL PARCO REGINA MARGHERITA;SNC;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=f07233ed-85eb-4409-90a0-25803a1017c4_1549879196.jpg
98;chiaia;2019-02-22T09:59:34.899Z;40.83869;14.23813;LARGO PRIVATO PROTO;27;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=1384247b-4ada-4685-947f-e9604e5af5e7_1550829561.jpg
99;chiaia;2019-02-21T10:40:19.443Z;40.83868;14.22067;VIA TASSO TORQUATO;Snc;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=c1fc96ab-2ccc-4016-a01a-fb0e3ecf334b_1550745556.jpg
100;chiaia;2019-02-05T09:50:35.887Z;40.83868;14.23297;CORSO VITTORIO EMANUELE;166;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=627385af-89f1-4421-868d-31adca367e63_1549360185.jpg
101;chiaia;2019-02-05T09:40:47.782Z;40.83868;14.23428;CORSO VITTORIO EMANUELE;166/B;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=bce5dd7b-bdda-4d5f-ad41-532ae0a3094d_1549359607.jpg
102;chiaia;2019-02-05T09:37:16.691Z;40.83868;14.23447;CORSO VITTORIO EMANUELE;166/E;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=07476e5f-db73-4c83-be3b-96d791640e0e_1549359407.jpg
103;chiaia;2019-02-11T09:47:14.197Z;40.83867;14.23305;VIA DEL PARCO REGINA MARGHERITA;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=d5d9a39d-0611-4281-9274-520c791ca08a_1549878391.jpg
104;chiaia;2019-02-11T10:03:08.289Z;40.83867;14.23693;VIA DEL PARCO REGINA MARGHERITA;26;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=c5988fff-84c4-446b-867b-34b49873682d_1549879363.jpg
105;chiaia;2019-02-21T10:34:01.228Z;40.83866;14.21945;VIA TASSO TORQUATO;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=8a8f3c2c-dcf2-4312-9b19-d3b4a67dc6db_1550745231.jpg
106;chiaia;2019-02-11T09:49:28.344Z;40.83866;14.23408;VIA DEL PARCO REGINA MARGHERITA;50;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=db0bd808-bcfc-4abb-9bb5-e537496d2723_1549878535.jpg
107;chiaia;2019-02-21T10:38:35.202Z;40.83865;14.22001;VIA TASSO TORQUATO;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=1d35ebff-ae6d-4754-9b67-878032c1ec4a_1550745504.jpg
108;chiaia;2019-02-21T10:42:23.235Z;40.83864;14.2209;VIA TASSO TORQUATO;197;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=d818f843-ceea-490c-b8d2-e01772047ceb_1550745731.jpg
109;chiaia;2019-02-22T09:15:01.714Z;40.83864;14.2412;VIA S.CARLO ALLE MORTELLE;14;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=14af859f-48e2-4085-8421-d9c117fc8b2f_1550826868.jpg
110;chiaia;2019-02-11T10:00:49.454Z;40.83864;14.23744;VIA DEL PARCO REGINA MARGHERITA;26/A;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=dfd6c45e-41b9-49b9-8110-a097b2352f00_1549879162.jpg
111;chiaia;2019-02-21T10:42:38.959Z;40.83863;14.22121;VIA TASSO TORQUATO;189;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=a223e156-8765-4f42-98c0-7865f7e6f714_1550745747.jpg
112;chiaia;2019-02-11T10:01:47.525Z;40.83862;14.23743;VIA DEL PARCO REGINA MARGHERITA;24;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=315ec373-a2cb-488a-8600-1cbec40e9048_1549879266.jpg
113;chiaia;2019-02-11T09:48:59.854Z;40.83861;14.23424;VIA DEL PARCO REGINA MARGHERITA;52;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=580d4fd1-0c3e-4ef4-8d49-bba64f76b0ac_1549878526.jpg
114;chiaia;2019-02-11T09:50:14.124Z;40.83861;14.23427;VIA DEL PARCO REGINA MARGHERITA;44;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=63330f4a-2c37-4ebb-9bfc-021a4a1edc13_1549878585.jpg
115;chiaia;2019-02-21T10:45:24.781Z;40.8386;14.22125;VIA TASSO TORQUATO;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=5fc509d0-f7a1-4135-a5dd-38f817fcf0bf_1550745907.jpg
116;chiaia;2019-02-22T09:11:57.825Z;40.8386;14.24142;VIA S.CARLO ALLE MORTELLE;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=c1319712-bc33-4b9f-836e-6b79b678e4b4_1550826646.jpg
117;chiaia;2019-02-11T09:49:30.473Z;40.8386;14.234;VIA DEL PARCO REGINA MARGHERITA;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=45b8ab8d-f000-455d-ade2-7d42cbc724f2_1549878541.jpg
118;chiaia;2019-01-31T10:00:33.934Z;40.8386;14.24325;VIA NICOTERA GIOVANNI;SNC;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=35bb5136-ae1f-4723-b414-f67f61c315b7_1548928811.jpg
119;chiaia;2019-02-21T10:42:03.822Z;40.83859;14.22105;VIA TASSO TORQUATO;191;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=d1cfe94b-cb28-49be-b54d-7ae9f9c07159_1550745707.jpg
120;chiaia;2019-02-11T09:47:44.771Z;40.83858;14.23346;VIA DEL PARCO REGINA MARGHERITA;113;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=fbb82a75-8300-4c70-b153-61569c369ada_1549878388.jpg
121;chiaia;2019-02-21T10:34:04.717Z;40.83857;14.21945;VIA TASSO TORQUATO;241;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=b26c9a20-038d-4b0b-8227-6b76d6c3f690_1550745225.jpg
122;chiaia;2019-02-05T09:49:45.017Z;40.83857;14.23309;CORSO VITTORIO EMANUELE;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=dc76fb55-7b05-426f-a566-2f800f02ee5a_1549360109.jpg
123;chiaia;2019-02-22T10:00:23.375Z;40.83857;14.23816;LARGO PRIVATO PROTO;21;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=3328dae9-8e18-427f-8057-036520b2e1b2_1550829599.jpg
124;chiaia;2019-02-21T10:43:43.403Z;40.83857;14.22134;VIA TASSO TORQUATO;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=d35fede0-0b1c-4dd0-a39f-93bdd60d862f_1550745809.jpg
125;chiaia;2019-02-11T09:51:00.506Z;40.83856;14.23452;VIA DEL PARCO REGINA MARGHERITA;40;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=40a457fc-bfd5-4af6-b081-bde78b472e19_1549878647.jpg
126;chiaia;2019-02-22T10:01:25.215Z;40.83855;14.23815;LARGO PRIVATO PROTO;20;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=979de512-9c31-403f-9132-96cc7865aee4_1550829673.jpg
127;chiaia;2019-02-11T09:50:47.713Z;40.83854;14.23426;VIA DEL PARCO REGINA MARGHERITA;42;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=0bfc9bde-f7e5-477f-8f87-cb64d717db7d_1549878624.jpg
128;chiaia;2019-02-11T10:02:02.938Z;40.83854;14.23732;VIA DEL PARCO REGINA MARGHERITA;61;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=c43061f9-db66-4046-949a-4cc5d920153d_1549879301.jpg
129;chiaia;2019-02-21T11:04:27.101Z;40.83854;14.22368;VIA TASSO TORQUATO;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=b5c5ca63-4731-49c5-9572-735f5c557dfe_1550747013.jpg
130;chiaia;2019-02-22T09:09:06.760Z;40.83853;14.24174;VIA S.CARLO ALLE MORTELLE;22;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=40b13ef0-99fd-4e69-ae65-dc6009d4956b_1550826524.jpg
131;chiaia;2019-02-21T10:57:51.833Z;40.83851;14.22237;VIA TASSO TORQUATO;181;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=9e5eddbd-188f-4cba-bee6-12a267bec89e_1550746644.jpg
132;chiaia;2019-02-22T10:02:03.180Z;40.8385;14.23839;LARGO PRIVATO PROTO;SNC;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=866f7ba4-6268-4c56-a792-9d5472c0603d_1550829692.jpg
133;chiaia;2019-02-21T10:48:59.536Z;40.83849;14.22154;VIA TASSO TORQUATO;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=5f4eb0da-d679-40e0-a1d6-48f71bcb6627_1550746123.jpg
134;chiaia;2019-02-21T10:59:54.367Z;40.83849;14.22246;VIA TASSO TORQUATO;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=61c1cb08-f278-4f8a-91c0-b2dea35e73a1_1550746758.jpg
135;chiaia;2019-02-11T09:56:30.343Z;40.83849;14.23663;VIA DEL PARCO REGINA MARGHERITA;69;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=cbedb797-eb8e-4e51-936d-f385a749a36c_1549878956.jpg
136;chiaia;2019-02-05T09:42:44.091Z;40.83849;14.23412;CORSO VITTORIO EMANUELE;637/C;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=bdaf28e6-0838-4e71-9b4e-7b7f6a40b8a8_1549359752.jpg
137;chiaia;2019-02-22T09:13:35.595Z;40.83848;14.24135;VIA S.CARLO ALLE MORTELLE;SNC;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=2b777f14-0741-44b6-9c65-aace6dacac2e_1550826704.jpg
138;chiaia;2019-02-21T10:56:37.763Z;40.83848;14.22232;VIA TASSO TORQUATO;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=c8184b42-6b85-47b1-998e-da03602b2bc3_1550746566.jpg
139;chiaia;2019-02-21T10:46:03.045Z;40.83848;14.22135;VIA TASSO TORQUATO;220;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=dd5d8eae-4fb2-4da7-b587-2fb7137c8568_1550745922.jpg
140;chiaia;2019-02-21T10:39:52.451Z;40.83847;14.22083;VIA TASSO TORQUATO;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=e66c6461-8966-453e-8802-8b491e4562ed_1550745562.jpg
141;chiaia;2019-02-21T11:05:40.850Z;40.83847;14.22357;VIA TASSO TORQUATO;169;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=17282dd1-1cf8-4487-97c5-f26ace3957bf_1550747126.jpg
142;chiaia;2019-02-21T10:50:54.688Z;40.83847;14.22169;VIA TASSO TORQUATO;181I;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=6d2f418a-5c09-4d1e-b10b-70d59408f2ae_1550746240.jpg
143;chiaia;2019-02-22T09:10:52.066Z;40.83846;14.24172;VIA S.CARLO ALLE MORTELLE;SNC;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=63929f75-9239-4f55-8230-46bae8ec3494_1550826586.jpg
144;chiaia;2019-02-21T10:57:41.314Z;40.83846;14.22257;VIA TASSO TORQUATO;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=80002efc-60b9-4ff3-970f-00564e1ca9b1_1550746635.jpg
145;chiaia;2019-02-21T10:47:11.511Z;40.83846;14.2215;VIA TASSO TORQUATO;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=a150621a-a38c-440d-91bf-648a740b0e1f_1550746018.jpg
146;chiaia;2019-02-21T10:49:09.610Z;40.83845;14.22159;VIA TASSO TORQUATO;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=2c2dead4-5ad8-4c1d-bcb3-298846d23572_1550746125.jpg
147;chiaia;2019-02-21T10:51:59.928Z;40.83845;14.22178;VIA TASSO TORQUATO;181H;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=5814ee48-0389-46f5-a118-fa575d1ec833_1550746304.jpg
148;chiaia;2019-01-31T09:55:33.338Z;40.83844;14.24293;VIA NICOTERA GIOVANNI;52;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=d17abf8a-92b0-4823-91c5-a10da289cfd4_1548928518.jpg
149;chiaia;2019-02-11T09:56:54.012Z;40.83843;14.23662;VIA DEL PARCO REGINA MARGHERITA;30;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=ed82deea-e776-427c-b470-57e72c35fe0a_1549878980.jpg
150;chiaia;2019-02-21T11:01:54.421Z;40.83842;14.22276;VIA TASSO TORQUATO;175 bis;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=5165c324-df8b-48ad-b900-c40915593c91_1550746871.jpg
151;chiaia;2019-02-05T09:52:23.574Z;40.83842;14.2329;CORSO VITTORIO EMANUELE;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=74d5b5af-8bc2-4312-8304-d351983a8856_1549360315.jpg
152;chiaia;2019-02-21T11:04:03.137Z;40.83842;14.22387;VIA TASSO TORQUATO;169;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=a42a9eb1-f358-48ea-8330-598d5ab9df6d_1550747032.jpg
153;chiaia;2019-02-21T11:02:00.538Z;40.83842;14.22279;VIA TASSO TORQUATO;177;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=02afcf69-12c2-496a-915f-861ca339ae4e_1550746910.jpg
154;chiaia;2019-01-31T09:54:34.865Z;40.83842;14243;VIA NICOTERA GIOVANNI;59B;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=28bfa659-c21b-4eb2-b3f3-258aab381e4c_1548928458.jpg
155;chiaia;2019-02-21T10:52:23.703Z;40.83841;14.22177;VIA TASSO TORQUATO;210a;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=750b7fa5-8c8a-4f35-9a13-ba17d019baf5_1550746330.jpg
156;chiaia;2019-02-21T10:55:04.564Z;40.83841;14.2222;VIA TASSO TORQUATO;208 A;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=6ebb4520-543e-4f3f-94dc-264e75746dad_1550746491.jpg
157;chiaia;2019-01-31T10:01:54.748Z;40.83841;14.24301;VIA NICOTERA GIOVANNI;SNC;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=d9770eb0-1bd4-4f39-ae43-6317b29b4194_1548928894.jpg
158;chiaia;2019-02-22T10:09:56.538Z;40.83839;14.23982;VIALE FORNELLI NICOLA;8;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=5a0293f5-4804-4cc6-bbb2-c212b6017da9_1550830113.jpg
159;chiaia;2019-02-21T10:35:33.995Z;40.83839;14.21991;VIA TASSO TORQUATO;215;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=046c974d-638a-4b88-9fe4-01a514f4b8c1_1550745312.jpg
160;chiaia;2019-02-21T10:49:40.935Z;40.83839;14.22153;VIA TASSO TORQUATO;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=c1a6cc80-c056-4892-ba06-b06a40f58b23_1550746172.jpg
161;chiaia;2019-02-21T10:47:31.696Z;40.83839;14.22151;VIA TASSO TORQUATO;216;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=8b8a9356-c99d-4795-8000-c16f44da2c71_1550746034.jpg
162;chiaia;2019-02-21T10:56:00.146Z;40.83838;14.2225;VIA TASSO TORQUATO;179;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=089569a6-adf4-4f6e-b4c0-925a9773f32f_1550746545.jpg
163;chiaia;2019-02-22T09:58:18.420Z;40.83838;14.23809;VICO DEL VASTO A CHIAIA;28;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=b861b7d2-f87f-41b7-9dee-c0cb458d60f7_1550829469.jpg
164;chiaia;2019-02-22T10:10:59.457Z;40.83837;14.23867;SALITA S.MARIA APPARENTE;3;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=b8bc63d8-dbd1-423c-943b-f29acc42eff0_1550830244.jpg
165;chiaia;2019-02-21T10:54:59.003Z;40.83836;14.22242;VIA TASSO TORQUATO;208;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=1d691c1b-a19d-4a58-8d7c-819c08f46cb9_1550746470.jpg
166;chiaia;2019-04-05T08:08:41.138Z;40.83836;14.24326;VICO S.CATERINA DA SIENA;SNC;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=bbe59bf8-689b-4350-9067-02ca0dcf40e5_1554451704.jpg
167;chiaia;2019-04-08T08:59:33.108Z;40.83836;14.24326;VIA VIANELLI ACHILLE;7;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=8b490004-cb9c-4b2e-8db1-36ecc64f0c66_1554713947.jpg
168;chiaia;2019-02-21T10:50:45.791Z;40.83836;14.22177;VIA TASSO TORQUATO;212;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=49162e3b-b1da-46bf-bd22-319fce8ed05b_1550746235.jpg
169;chiaia;2019-02-21T10:59:38.422Z;40.83835;14.22254;VIA TASSO TORQUATO;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=76a26d02-3f25-4995-8e8f-5acffa3f1e41_1550746723.jpg
170;chiaia;2019-02-21T10:54:01.176Z;40.83834;14.22207;VIA TASSO TORQUATO;181 E;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=c8874c4f-4952-4ca0-8d58-46ff6ddbc230_1550746409.jpg
171;chiaia;2019-02-11T09:55:23.840Z;40.83834;14.2364;VIA DEL PARCO REGINA MARGHERITA;32;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=96eb7c92-f638-40b1-bb6f-aa5721d0f979_1549878905.jpg
172;chiaia;2019-01-31T09:54:59.988Z;40.83833;14.24333;VIA NICOTERA GIOVANNI;57;su marciapiede;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=ec0c3d3f-9ceb-4206-96b2-3c6681c3de9b_1548928483.jpg
173;chiaia;2019-02-22T10:11:20.949Z;40.83832;14.23998;VIALE FORNELLI NICOLA;SNC;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=c9f89014-5998-4ec2-b7d6-5fbd1aa2accc_1550830249.jpg
174;chiaia;2019-04-05T08:27:32.671Z;40.83832;14.23222;VIA DEL PARCO GRIFEO;SNC;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=1eefe3cd-8755-42bb-bb82-93ef5dd337b3_1554452830.jpg
175;chiaia;2019-02-22T09:58:23.974Z;40.83832;14.23846;VICO DEL VASTO A CHIAIA;SNC;a raso;https://five.epicollect.net/api/media/mun01-chiaia-catasto-passi-carrai?type=photo&format=entry_original&name=6aaf0fe7-40a6-48fe-9b1e-4b55848803db_1550829482.jpg
